utt000000	幫您轉接給 Rita 邱先生,他的分機是 1399。
utt002711	請問您的訂單編號是?方便提供一下嗎?編號是 747404。
utt002712	今天的會議改到下午 2 點,地點在 7 樓會議室。
utt002713	幫您轉接給 David 廖工程師,他的分機是 755。
utt002714	Steve 周協理 現在不在位子上,需要幫您留言嗎?
utt002715	Victor 的 Wi-Fi 已經準備好,請到 5 樓領取。
utt002716	請問是 Karen 先生嗎?王業務要找您。
utt002717	您的ERP 系統設定已完成,如有問題請撥分機 096。
utt002718	請問您的訂單編號是?方便提供一下嗎?編號是 433084。
utt002719	請問您是要報修 VPN 還是 ERP 系統?
utt002720	請問是 Vivian 先生嗎?張主任要找您。
utt002721	Grace 郭先生 請您回電,電話是 0984-892-722。
utt002722	幫您轉接給 Victor 江業務,他的分機是 738。
utt002723	您的PDF 報價單設定已完成,如有問題請撥分機 761。
utt002724	您好,請問要預約 Sandra 專員 的時間嗎?
utt002725	我們已經把 Line 群組 寄到您的信箱,請查收。
utt002726	您好,財務部的 Betty 賴工程師 為您服務。
utt002727	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002728	這是 中華電信商辦 的語音信箱,請在嗶聲後留言。
utt002729	您好,客服部的 Eric 吳協理 為您服務。
utt002730	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002731	請問您的訂單編號是?方便提供一下嗎?編號是 745356。
utt002732	謝謝您的來電,祝您有美好的一天,再見。
utt002733	Sophia 目前正在開會,大約 36 分鐘後回來。
utt002734	關於您的 Server 主機 問題,我幫您轉到財務部。
utt002735	請問您是要報修 Outlook 還是 ERP 系統?
utt002736	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002737	幫您轉接給 Helen 蔡小姐,他的分機是 530。
utt002738	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002739	您的快遞單號是 6606993268,預計明天送達。
utt002740	不好意思,Wendy 剛離開,請問要留言給葉顧問嗎?
utt002741	關於您的 VPN 問題,我幫您轉到總務部。
utt002742	您的VPN設定已完成,如有問題請撥分機 701。
utt002743	今天的會議改到下午 4 點,地點在 8 樓會議室。
utt002744	請問您要找哪一位?是 Kelly 還是 Charlie?
utt002745	您好,請問要預約 Cindy 業務 的時間嗎?
utt002746	麻煩您撥打 0952-387-163 聯絡 Amy 曾小姐,謝謝。
utt002747	Michael 目前正在開會,大約 9 分鐘後回來。
utt002748	今天的會議改到下午 1 點,地點在 18 樓會議室。
utt002749	今天的會議改到下午 5 點,地點在 13 樓會議室。
utt002750	麻煩您撥打 03-6172-5608 聯絡 Grace 呂副理,謝謝。
utt002751	您的快遞單號是 4045485226,預計明天送達。
utt002752	您好,請問要預約 Ivy 組長 的時間嗎?
utt002753	不好意思,Nancy 剛離開,請問要留言給吳主任嗎?
utt002754	您好,請問要預約 Nancy 專員 的時間嗎?
utt002755	您好,採購部的 Eric 洪助理 為您服務。
utt002756	您的USB設定已完成,如有問題請撥分機 094。
utt002757	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002758	不好意思,Helen 剛離開,請問要留言給周工程師嗎?
utt002759	謝謝您的來電,祝您有美好的一天,再見。
utt002760	幫您轉接給 Andy 江組長,他的分機是 835。
utt002761	您撥的分機 4055 忙線中,請稍後再撥。
utt002762	幫您轉接給 Eric 葉協理,他的分機是 389。
utt002763	這是 佳世達 的語音信箱,請在嗶聲後留言。
utt002764	請問是 Sandra 先生嗎?張主任要找您。
utt002765	系統顯示您的 Line 群組 帳號需要更新,請聯絡客服部。
utt002766	系統顯示您的 Excel 報表 帳號需要更新,請聯絡總務部。
utt002767	您好,業務部的 Peter 葉顧問 為您服務。
utt002768	不好意思,Wendy 剛離開,請問要留言給莊主任嗎?
utt002769	您好,法務部的 Daniel 李經理 為您服務。
utt002770	系統顯示您的 QR Code 帳號需要更新,請聯絡研發部。
utt002771	Catherine 謝主任 請您回電,電話是 06-3149-8002。
utt002772	Jason 的 VPN 已經準備好,請到 7 樓領取。
utt002773	系統顯示您的 SSD 硬碟 帳號需要更新,請聯絡財務部。
utt002774	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002775	幫您轉接給 Frank 楊工程師,他的分機是 445。
utt002776	Kelly 王組長 請您回電,電話是 08-2283-9159。
utt002777	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002778	您撥的分機 612 忙線中,請稍後再撥。
utt002779	謝謝您的來電,祝您有美好的一天,再見。
utt002780	您撥的分機 3910 忙線中,請稍後再撥。
utt002781	我們已經把 CRM 系統 寄到您的信箱,請查收。
utt002782	您撥的分機 329 忙線中,請稍後再撥。
utt002783	請問您要找哪一位?是 Andy 還是 Kelly?
utt002784	您好,這裡是聯華實業,很高興為您服務。
utt002785	謝謝您的來電,祝您有美好的一天,再見。
utt002786	Catherine 的 API 介面 已經準備好,請到 10 樓領取。
utt002787	您好,請問要預約 Kelly 經理 的時間嗎?
utt002788	今天的會議改到下午 2 點,地點在 17 樓會議室。
utt002789	這是 凌華科技 的語音信箱,請在嗶聲後留言。
utt002790	這是 台灣精密 的語音信箱,請在嗶聲後留言。
utt002791	今天的會議改到下午 5 點,地點在 13 樓會議室。
utt002792	您好,請問要預約 Jack 副理 的時間嗎?
utt002793	您的快遞單號是 5186030923,預計明天送達。
utt002794	Oscar 楊協理 請您回電,電話是 0956-150-909。
utt002795	Brian 洪主任 請您回電,電話是 0920-714-336。
utt002796	幫您轉接給 Amy 林專員,請稍候。
utt002797	謝謝您的來電,祝您有美好的一天,再見。
utt002798	您的快遞單號是 7010403412,預計明天送達。
utt002799	系統顯示您的 Line 群組 帳號需要更新,請聯絡技術部。
utt002800	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002801	今天的會議改到下午 2 點,地點在 11 樓會議室。
utt002802	您的SSD 硬碟設定已完成,如有問題請撥分機 1017。
utt002803	Amy 的 USB 已經準備好,請到 2 樓領取。
utt002804	謝謝您的來電,祝您有美好的一天,再見。
utt002805	麻煩您撥打 0939-298-173 聯絡 Rita 郭工程師,謝謝。
utt002806	請問您要找哪一位?是 Vivian 還是 Cindy?
utt002807	請問您的訂單編號是?方便提供一下嗎?編號是 108703。
utt002808	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002809	幫您轉接給 Kevin 陳先生,請稍候。
utt002810	Sophia 廖工程師 現在不在位子上,需要幫您留言嗎?
utt002811	Oscar 的 Server 主機 已經準備好,請到 1 樓領取。
utt002812	這是 佳世達 的語音信箱,請在嗶聲後留言。
utt002813	您撥的分機 183 忙線中,請稍後再撥。
utt002814	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002815	這是 宏達電子 的語音信箱,請在嗶聲後留言。
utt002816	幫您轉接給 Charlie 蔡協理,他的分機是 9386。
utt002817	這是 台灣精密 的語音信箱,請在嗶聲後留言。
utt002818	您撥的分機 767 忙線中,請稍後再撥。
utt002819	不好意思,Wendy 剛離開,請問要留言給楊副理嗎?
utt002820	Kelly 目前正在開會,大約 40 分鐘後回來。
utt002821	您好,這裡是全球科技,很高興為您服務。
utt002822	今天的會議改到下午 4 點,地點在 6 樓會議室。
utt002823	請問是 Alex 先生嗎?黃副理要找您。
utt002824	麻煩您撥打 03-6817-1148 聯絡 Jerry 陳顧問,謝謝。
utt002825	您好,研發部的 Frank 王副理 為您服務。
utt002826	今天的會議改到下午 1 點,地點在 10 樓會議室。
utt002827	請問您的訂單編號是?方便提供一下嗎?編號是 869478。
utt002828	這是 全球科技 的語音信箱,請在嗶聲後留言。
utt002829	這是 台灣精密 的語音信箱,請在嗶聲後留言。
utt002830	不好意思,Jack 剛離開,請問要留言給江副理嗎?
utt002831	Peter 張專員 請您回電,電話是 02-2794-6623。
utt002832	您的Outlook設定已完成,如有問題請撥分機 4980。
utt002833	您的Excel 報表設定已完成,如有問題請撥分機 4686。
utt002834	您的快遞單號是 2224331804,預計明天送達。
utt002835	系統顯示您的 QR Code 帳號需要更新,請聯絡人資部。
utt002836	Peter 周工程師 請您回電,電話是 0993-465-999。
utt002837	您好,請問要預約 Amy 組長 的時間嗎?
utt002838	Sandra 的 Teams 會議 已經準備好,請到 12 樓領取。
utt002839	Jerry 的 CRM 系統 已經準備好,請到 7 樓領取。
utt002840	您的快遞單號是 9019068922,預計明天送達。
utt002841	您撥的分機 239 忙線中,請稍後再撥。
utt002842	請問是 Steve 先生嗎?王主任要找您。
utt002843	幫您轉接給 Jerry 張協理,請稍候。
utt002844	您的ERP 系統設定已完成,如有問題請撥分機 806。
utt002845	Tony 李助理 請您回電,電話是 06-1893-1755。
utt002846	幫您轉接給 Leo 葉專員,他的分機是 881。
utt002847	Catherine 目前正在開會,大約 10 分鐘後回來。
utt002848	您撥的分機 074 忙線中,請稍後再撥。
utt002849	請問是 Jason 先生嗎?許小姐要找您。
utt002850	Vivian 李經理 現在不在位子上,需要幫您留言嗎?
utt002851	請問是 Peter 先生嗎?葉顧問要找您。
utt002852	這是 全球科技 的語音信箱,請在嗶聲後留言。
utt002853	Brian 蔡襄理 現在不在位子上,需要幫您留言嗎?
utt002854	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002855	Michael 目前正在開會,大約 39 分鐘後回來。
utt002856	麻煩您撥打 0986-633-401 聯絡 Betty 張小姐,謝謝。
utt002857	今天的會議改到下午 3 點,地點在 13 樓會議室。
utt002858	幫您轉接給 Alex 周小姐,他的分機是 893。
utt002859	請問是 Michael 先生嗎?吳課長要找您。
utt002860	幫您轉接給 Catherine 楊協理,請稍候。
utt002861	Karen 目前正在開會,大約 14 分鐘後回來。
utt002862	請問您要找哪一位?是 Tony 還是 Sam?
utt002863	關於您的 Wi-Fi 問題,我幫您轉到技術部。
utt002864	我們已經把 ERP 系統 寄到您的信箱,請查收。
utt002865	不好意思,Joyce 剛離開,請問要留言給吳小姐嗎?
utt002866	請問您要找哪一位?是 Sophia 還是 Betty?
utt002867	不好意思,Helen 剛離開,請問要留言給李課長嗎?
utt002868	您的快遞單號是 9818983303,預計明天送達。
utt002869	請問您是要報修 AI 語音助理 還是 QR Code?
utt002870	Frank 許主任 現在不在位子上,需要幫您留言嗎?
utt002871	幫您轉接給 Leo 劉助理,他的分機是 6683。
utt002872	請問您是要報修 PDF 報價單 還是 SSD 硬碟?
utt002873	您撥的分機 747 忙線中,請稍後再撥。
utt002874	幫您轉接給 Catherine 呂協理,他的分機是 520。
utt002875	請問是 Ivy 先生嗎?洪組長要找您。
utt002876	我們已經把 API 介面 寄到您的信箱,請查收。
utt002877	麻煩您撥打 0936-501-302 聯絡 Tina 洪顧問,謝謝。
utt002878	您好,這裡是佳世達,很高興為您服務。
utt002879	您好,請問要預約 Kelly 工程師 的時間嗎?
utt002880	系統顯示您的 CRM 系統 帳號需要更新,請聯絡技術部。
utt002881	麻煩您撥打 06-6535-5806 聯絡 Jason 李業務,謝謝。
utt002882	我們已經把 Server 主機 寄到您的信箱,請查收。
utt002883	關於您的 USB 問題,我幫您轉到總務部。
utt002884	請問您的訂單編號是?方便提供一下嗎?編號是 942893。
utt002885	Jerry 目前正在開會,大約 29 分鐘後回來。
utt002886	Tina 目前正在開會,大約 31 分鐘後回來。
utt002887	幫您轉接給 Ivy 劉專員,請稍候。
utt002888	關於您的 Server 主機 問題,我幫您轉到資訊部。
utt002889	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002890	請問您是要報修 Teams 會議 還是 Wi-Fi?
utt002891	請問您的訂單編號是?方便提供一下嗎?編號是 424157。
utt002892	您好,法務部的 Henry 楊經理 為您服務。
utt002893	Amy 目前正在開會,大約 10 分鐘後回來。
utt002894	Alex 江先生 現在不在位子上,需要幫您留言嗎?
utt002895	幫您轉接給 Michael 邱主任,請稍候。
utt002896	請問您要找哪一位?是 Sam 還是 Andy?
utt002897	Tina 目前正在開會,大約 14 分鐘後回來。
utt002898	Joyce 目前正在開會,大約 35 分鐘後回來。
utt002899	關於您的 VPN 問題,我幫您轉到總務部。
utt002900	系統顯示您的 VPN 帳號需要更新,請聯絡客服部。
utt002901	請問您要找哪一位?是 Betty 還是 Michael?
utt002902	幫您轉接給 Karen 鄭助理,請稍候。
utt002903	請問您是要報修 email 還是 ERP 系統?
utt002904	幫您轉接給 Catherine 洪助理,請稍候。
utt002905	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002906	關於您的 API 介面 問題,我幫您轉到研發部。
utt002907	Frank 劉業務 現在不在位子上,需要幫您留言嗎?
utt002908	謝謝您的來電,祝您有美好的一天,再見。
utt002909	請問是 Nancy 先生嗎?李主任要找您。
utt002910	Steve 目前正在開會,大約 7 分鐘後回來。
utt002911	Sandra 目前正在開會,大約 11 分鐘後回來。
utt002912	您撥的分機 807 忙線中,請稍後再撥。
utt002913	您好,業務部的 Eric 蘇工程師 為您服務。
utt002914	今天的會議改到下午 3 點,地點在 2 樓會議室。
utt002915	幫您轉接給 Ivy 曾經理,請稍候。
utt002916	我們已經把 SSD 硬碟 寄到您的信箱,請查收。
utt002917	謝謝您的來電,祝您有美好的一天,再見。
utt002918	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt002919	請問您是要報修 Teams 會議 還是 AI 語音助理?
utt002920	Sam 王顧問 現在不在位子上,需要幫您留言嗎?
utt002921	請問您的訂單編號是?方便提供一下嗎?編號是 518187。
utt002922	Charlie 目前正在開會,大約 15 分鐘後回來。
utt002923	Andy 的 API 介面 已經準備好,請到 11 樓領取。
utt002924	這是 鼎新資訊 的語音信箱,請在嗶聲後留言。
utt002925	請問您要找哪一位?是 Linda 還是 Kelly?
utt002926	麻煩您撥打 0941-913-534 聯絡 Cindy 鄭經理,謝謝。
utt002927	今天的會議改到下午 1 點,地點在 10 樓會議室。
utt002928	Betty 目前正在開會,大約 27 分鐘後回來。
utt002929	您的Excel 報表設定已完成,如有問題請撥分機 3869。
utt002930	您的API 介面設定已完成,如有問題請撥分機 8831。
utt002931	這是 鼎新資訊 的語音信箱,請在嗶聲後留言。
utt002932	系統顯示您的 email 帳號需要更新,請聯絡財務部。
utt002933	謝謝您的來電,祝您有美好的一天,再見。
utt002934	您好,這裡是鼎新資訊,很高興為您服務。
utt002935	請問是 Betty 先生嗎?許助理要找您。
utt002936	Peter 目前正在開會,大約 32 分鐘後回來。
utt002937	Cindy 目前正在開會,大約 11 分鐘後回來。
utt002938	您好,採購部的 Kevin 黃顧問 為您服務。
utt002939	請問您的訂單編號是?方便提供一下嗎?編號是 847716。
utt002940	麻煩您撥打 0934-967-100 聯絡 Grace 江課長,謝謝。
utt002941	您好,這裡是凌華科技,很高興為您服務。
utt002942	Sophia 王經理 請您回電,電話是 0980-823-312。
